redemption_id,card_id,redemption_date,redemption_amount
GC-500436-R1,GC-500436,2022-10-03,11.93
GC-500437-R1,GC-500437,2023-01-04,91.57
GC-500438-R1,GC-500438,2024-04-27,145.83
GC-500440-R1,GC-500440,2023-05-11,67.53
GC-500442-R1,GC-500442,2024-11-27,16.68
GC-500443-R1,GC-500443,2023-05-14,31.81
GC-500443-R2,GC-500443,2023-07-14,27.92
GC-500443-R3,GC-500443,2023-12-14,33.96
GC-500446-R1,GC-500446,2025-02-28,47.38
GC-500448-R1,GC-500448,2022-10-04,49.75
GC-500450-R1,GC-500450,2022-11-02,69.9
GC-500452-R1,GC-500452,2023-02-26,143.81
GC-500453-R1,GC-500453,2022-11-07,143.82
GC-500455-R1,GC-500455,2024-05-24,30.72
GC-500455-R2,GC-500455,2024-10-24,65.0
GC-500456-R1,GC-500456,2022-06-21,72.68
GC-500457-R1,GC-500457,2024-06-02,33.68
GC-500457-R2,GC-500457,2024-07-02,19.65
GC-500457-R3,GC-500457,2024-09-02,20.3
GC-500458-R1,GC-500458,2024-01-08,37.29
GC-500458-R2,GC-500458,2024-02-08,15.5
GC-500458-R3,GC-500458,2024-04-08,21.31
GC-500458-R4,GC-500458,2024-08-08,23.64
GC-500459-R1,GC-500459,2025-01-23,23.79
GC-500460-R1,GC-500460,2024-05-06,148.19
GC-500461-R1,GC-500461,2022-05-28,26.12
GC-500463-R1,GC-500463,2024-06-02,67.45
GC-500466-R1,GC-500466,2023-06-28,48.39
GC-500467-R1,GC-500467,2022-03-11,23.69
GC-500468-R1,GC-500468,2023-07-04,48.12
GC-500468-R2,GC-500468,2023-11-04,45.07
GC-500468-R3,GC-500468,2024-03-04,14.85
GC-500468-R4,GC-500468,2024-07-04,39.04
GC-500469-R1,GC-500469,2025-05-02,95.84
GC-500470-R1,GC-500470,2023-10-02,182.16
GC-500474-R1,GC-500474,2023-11-16,93.88
GC-500477-R1,GC-500477,2024-02-25,91.28
GC-500478-R1,GC-500478,2023-02-10,72.41
GC-500479-R1,GC-500479,2024-09-11,15.01
GC-500482-R1,GC-500482,2024-02-03,58.6
GC-500483-R1,GC-500483,2022-11-15,72.23
GC-500484-R1,GC-500484,2022-01-29,69.07
GC-500488-R1,GC-500488,2023-08-09,69.84
GC-500489-R1,GC-500489,2023-05-09,8.81
GC-500489-R2,GC-500489,2023-08-09,4.77
GC-500489-R3,GC-500489,2023-10-09,2.93
GC-500489-R4,GC-500489,2024-02-09,6.74
GC-500490-R1,GC-500490,2023-02-21,90.19
GC-500491-R1,GC-500491,2022-03-14,42.99
GC-500491-R2,GC-500491,2022-06-14,40.78
GC-500491-R3,GC-500491,2022-11-14,11.54
GC-500491-R4,GC-500491,2022-12-14,42.22
GC-500492-R1,GC-500492,2022-07-10,50.29
GC-500492-R2,GC-500492,2022-09-10,132.03
GC-500495-R1,GC-500495,2022-10-22,91.99
GC-500496-R1,GC-500496,2023-06-18,188.2
GC-500497-R1,GC-500497,2023-08-02,93.31
GC-500498-R1,GC-500498,2022-12-15,100.64
GC-500498-R2,GC-500498,2022-12-28,-23.19
GC-500499-R1,GC-500499,2023-10-19,69.48
GC-500500-R1,GC-500500,2022-04-22,16.8
GC-500500-R2,GC-500500,2022-05-22,11.51
GC-500500-R3,GC-500500,2022-07-22,18.04
GC-500500-R4,GC-500500,2022-09-22,27.16
GC-500501-R1,GC-500501,2024-01-15,139.02
GC-500502-R1,GC-500502,2023-05-10,41.36
GC-500502-R2,GC-500502,2023-07-10,12.31
GC-500502-R3,GC-500502,2023-08-10,40.33
GC-500505-R1,GC-500505,2024-12-16,9.8
GC-500507-R1,GC-500507,2024-10-05,45.24
GC-500508-R1,GC-500508,2022-03-24,10.57
GC-500508-R2,GC-500508,2022-07-24,10.95
GC-500508-R3,GC-500508,2022-10-24,26.01
GC-500509-R1,GC-500509,2022-05-14,16.13
GC-500509-R2,GC-500509,2022-10-14,31.62
GC-500510-R1,GC-500510,2022-12-28,46.21
GC-500511-R1,GC-500511,2024-04-06,23.89
GC-500514-R1,GC-500514,2024-01-23,91.14
GC-500515-R1,GC-500515,2024-03-01,81.83
GC-500515-R2,GC-500515,2024-04-01,55.1
GC-500515-R3,GC-500515,2024-08-01,15.1
GC-500515-R4,GC-500515,2024-12-01,47.26
GC-500516-R1,GC-500516,2023-09-05,26.93
GC-500516-R2,GC-500516,2023-09-20,-11.7
GC-500517-R1,GC-500517,2023-09-09,24.82
GC-500518-R1,GC-500518,2024-10-25,149.34
GC-500520-R1,GC-500520,2024-01-28,137.6
GC-500522-R1,GC-500522,2023-09-15,24.22
GC-500522-R2,GC-500522,2024-02-15,50.56
GC-500524-R1,GC-500524,2023-05-06,91.86
GC-500524-R2,GC-500524,2023-07-06,32.99
GC-500524-R3,GC-500524,2023-10-06,25.18
GC-500524-R4,GC-500524,2024-01-06,35.78
GC-500525-R1,GC-500525,2024-09-28,149.14
GC-500526-R1,GC-500526,2024-06-15,35.51
GC-500526-R2,GC-500526,2024-08-15,101.09
GC-500527-R1,GC-500527,2023-06-28,7.45
GC-500527-R2,GC-500527,2023-10-28,3.87
GC-500527-R3,GC-500527,2024-03-28,5.93
GC-500527-R4,GC-500527,2024-08-28,6.98
GC-500531-R1,GC-500531,2023-09-07,81.86
GC-500531-R2,GC-500531,2023-11-07,48.62
GC-500531-R3,GC-500531,2024-01-07,18.36
GC-500531-R4,GC-500531,2024-03-07,45.35
GC-500532-R1,GC-500532,2023-04-18,69.83
GC-500532-R2,GC-500532,2023-06-18,29.91
GC-500532-R3,GC-500532,2023-09-18,90.54
GC-500533-R1,GC-500533,2024-01-08,198.75
GC-500534-R1,GC-500534,2024-02-09,143.25
GC-500536-R1,GC-500536,2024-06-06,69.16
GC-500538-R1,GC-500538,2022-06-19,186.92
GC-500539-R1,GC-500539,2023-04-23,70.36
GC-500540-R1,GC-500540,2023-08-10,214.04
GC-500542-R1,GC-500542,2025-03-18,16.35
GC-500542-R2,GC-500542,2025-03-30,-3.59
GC-500543-R1,GC-500543,2024-06-01,47.69
GC-500544-R1,GC-500544,2022-11-11,97.17
GC-500545-R1,GC-500545,2024-04-28,136.06
GC-500546-R1,GC-500546,2024-04-05,67.8
GC-500546-R2,GC-500546,2024-09-05,26.34
GC-500547-R1,GC-500547,2023-09-28,136.59
GC-500549-R1,GC-500549,2023-02-17,22.29
GC-500549-R2,GC-500549,2023-04-17,6.77
GC-500549-R3,GC-500549,2023-07-17,8.1
GC-500549-R4,GC-500549,2023-08-17,8.52
GC-500551-R1,GC-500551,2022-08-24,53.24
GC-500552-R1,GC-500552,2024-01-19,46.1
GC-500553-R1,GC-500553,2024-09-07,147.78
GC-500554-R1,GC-500554,2022-10-28,181.35
GC-500556-R1,GC-500556,2023-11-07,9.53
GC-500556-R2,GC-500556,2024-02-07,6.21
GC-500556-R3,GC-500556,2024-04-07,9.01
GC-500557-R1,GC-500557,2024-05-17,25.95
GC-500557-R2,GC-500557,2024-08-17,65.74
GC-500558-R1,GC-500558,2023-11-27,94.45
GC-500559-R1,GC-500559,2023-10-11,192.13
GC-500560-R1,GC-500560,2023-02-07,197.73
GC-500562-R1,GC-500562,2022-07-17,35.52
GC-500564-R1,GC-500564,2022-11-02,56.89
GC-500564-R2,GC-500564,2023-04-02,34.76
GC-500564-R3,GC-500564,2023-09-02,12.35
GC-500564-R4,GC-500564,2023-11-02,38.66
GC-500565-R1,GC-500565,2023-02-27,51.12
GC-500565-R2,GC-500565,2023-05-27,138.55
GC-500566-R1,GC-500566,2023-06-25,207.64
GC-500567-R1,GC-500567,2022-04-23,186.48
GC-500568-R1,GC-500568,2023-09-24,54.02
GC-500568-R2,GC-500568,2023-10-24,31.78
GC-500568-R3,GC-500568,2024-02-24,57.75
GC-500570-R1,GC-500570,2025-03-24,91.66
GC-500572-R1,GC-500572,2023-08-17,19.19
GC-500572-R2,GC-500572,2023-10-17,21.17
GC-500572-R3,GC-500572,2024-02-17,32.54
GC-500573-R1,GC-500573,2023-10-15,47.87
GC-500574-R1,GC-500574,2022-04-22,45.28
GC-500576-R1,GC-500576,2022-08-25,25.54
GC-500576-R2,GC-500576,2022-12-25,26.82
GC-500576-R3,GC-500576,2023-05-25,43.71
GC-500578-R1,GC-500578,2023-08-16,91.32
GC-500579-R1,GC-500579,2024-10-09,28.89
GC-500580-R1,GC-500580,2022-08-28,118.75
GC-500582-R1,GC-500582,2024-05-15,93.51
GC-500583-R1,GC-500583,2022-10-02,108.08
GC-500584-R1,GC-500584,2024-04-17,45.03
GC-500588-R1,GC-500588,2023-07-22,53.78
GC-500588-R2,GC-500588,2023-10-22,46.17
GC-500588-R3,GC-500588,2024-03-22,46.81
GC-500590-R1,GC-500590,2024-12-03,17.48
GC-500592-R1,GC-500592,2022-06-28,69.16
GC-500593-R1,GC-500593,2024-04-20,190.42
GC-500594-R1,GC-500594,2023-05-25,94.39
GC-500595-R1,GC-500595,2023-10-09,9.41
GC-500595-R2,GC-500595,2023-11-09,4.63
GC-500595-R3,GC-500595,2023-12-09,5.13
GC-500595-R4,GC-500595,2024-01-09,5.29
GC-500597-R1,GC-500597,2022-04-01,181.37
GC-500598-R1,GC-500598,2024-04-14,40.06
GC-500599-R1,GC-500599,2022-01-10,47.04
GC-500600-R1,GC-500600,2023-12-26,20.23
GC-500600-R2,GC-500600,2024-01-06,-5.56
GC-500601-R1,GC-500601,2024-02-27,97.7
GC-500602-R1,GC-500602,2022-04-26,10.18
GC-500602-R2,GC-500602,2022-08-26,12.96
GC-500603-R1,GC-500603,2025-01-23,24.25
GC-500604-R1,GC-500604,2024-04-28,196.42
GC-500605-R1,GC-500605,2024-03-05,49.47
GC-500606-R1,GC-500606,2024-12-18,46.17
GC-500607-R1,GC-500607,2023-05-15,23.41
GC-500607-R2,GC-500607,2023-09-15,25.77
GC-500608-R1,GC-500608,2022-06-28,25.06
GC-500608-R2,GC-500608,2022-11-28,13.38
GC-500608-R3,GC-500608,2023-01-28,14.33
GC-500608-R4,GC-500608,2023-03-28,19.39
GC-500609-R1,GC-500609,2025-02-12,99.4
GC-500610-R1,GC-500610,2023-01-24,4.94
GC-500610-R2,GC-500610,2023-03-24,6.06
GC-500610-R3,GC-500610,2023-04-24,3.94
GC-500610-R4,GC-500610,2023-09-24,9.31
GC-500611-R1,GC-500611,2023-04-19,21.46
GC-500611-R2,GC-500611,2023-08-19,15.65
GC-500611-R3,GC-500611,2023-12-19,13.2
GC-500611-R4,GC-500611,2024-03-19,18.97
GC-500612-R1,GC-500612,2024-07-28,91.8
GC-500614-R1,GC-500614,2024-04-06,182.99
GC-500615-R1,GC-500615,2024-11-05,190.34
GC-500616-R1,GC-500616,2023-06-28,135.72
GC-500617-R1,GC-500617,2023-08-18,98.39
GC-500618-R1,GC-500618,2023-08-17,45.72
GC-500618-R2,GC-500618,2023-08-25,-10.81
GC-500619-R1,GC-500619,2023-04-24,32.65
GC-500619-R2,GC-500619,2023-08-24,14.32
GC-500619-R3,GC-500619,2023-12-24,8.95
GC-500619-R4,GC-500619,2024-02-24,14.02
GC-500620-R1,GC-500620,2023-12-22,47.79
GC-500620-R2,GC-500620,2024-02-22,144.46
GC-500623-R1,GC-500623,2024-05-27,49.27
GC-500624-R1,GC-500624,2022-09-13,46.99
GC-500625-R1,GC-500625,2022-05-21,36.07
GC-500626-R1,GC-500626,2022-08-22,93.09
GC-500627-R1,GC-500627,2023-02-16,147.58
GC-500630-R1,GC-500630,2024-10-09,69.77
GC-500630-R2,GC-500630,2024-11-09,40.91
GC-500634-R1,GC-500634,2024-04-05,40.96
GC-500634-R2,GC-500634,2024-08-05,57.86
GC-500635-R1,GC-500635,2023-09-28,23.56
GC-500636-R1,GC-500636,2023-09-07,190.64
GC-500637-R1,GC-500637,2023-04-09,28.02
GC-500637-R2,GC-500637,2023-08-09,10.33
GC-500637-R3,GC-500637,2023-09-09,29.98
GC-500638-R1,GC-500638,2022-06-12,22.96
GC-500639-R1,GC-500639,2024-09-16,23.08
GC-500640-R1,GC-500640,2024-04-02,30.02
GC-500640-R2,GC-500640,2024-05-02,12.97
GC-500640-R3,GC-500640,2024-07-02,30.4
GC-500641-R1,GC-500641,2023-12-28,23.86
GC-500642-R1,GC-500642,2024-03-05,24.94
GC-500643-R1,GC-500643,2023-05-26,23.0
GC-500644-R1,GC-500644,2023-05-03,37.63
GC-500644-R2,GC-500644,2023-06-03,25.06
GC-500644-R3,GC-500644,2023-11-03,34.12
GC-500645-R1,GC-500645,2022-09-08,96.39
GC-500646-R1,GC-500646,2023-02-20,188.68
GC-500647-R1,GC-500647,2023-03-03,45.04
GC-500648-R1,GC-500648,2023-04-14,6.97
GC-500648-R2,GC-500648,2023-05-14,3.52
GC-500648-R3,GC-500648,2023-07-14,5.18
GC-500648-R4,GC-500648,2023-08-14,7.45
GC-500650-R1,GC-500650,2023-02-09,187.56
GC-500652-R1,GC-500652,2023-04-24,21.97
GC-500652-R2,GC-500652,2023-09-24,12.21
GC-500652-R3,GC-500652,2024-02-24,13.54
GC-500653-R1,GC-500653,2024-01-22,47.25
GC-500654-R1,GC-500654,2024-07-19,190.12
GC-500655-R1,GC-500655,2023-09-05,64.71
GC-500657-R1,GC-500657,2023-09-17,181.33
GC-500658-R1,GC-500658,2022-07-06,23.71
GC-500659-R1,GC-500659,2024-11-28,145.52
GC-500660-R1,GC-500660,2022-05-26,55.21
GC-500661-R1,GC-500661,2024-02-10,88.86
GC-500661-R2,GC-500661,2024-05-10,39.42
GC-500661-R3,GC-500661,2024-06-10,70.48
GC-500662-R1,GC-500662,2022-06-27,136.46
GC-500667-R1,GC-500667,2024-02-08,33.07
GC-500667-R2,GC-500667,2024-05-08,15.6
GC-500667-R3,GC-500667,2024-10-08,9.15
GC-500668-R1,GC-500668,2023-07-05,46.75
GC-500668-R2,GC-500668,2023-12-05,9.78
GC-500668-R3,GC-500668,2024-02-05,18.9
GC-500668-R4,GC-500668,2024-05-05,19.04
GC-500669-R1,GC-500669,2024-03-08,49.28
GC-500670-R1,GC-500670,2024-11-13,148.89
GC-500672-R1,GC-500672,2023-05-23,28.44
GC-500672-R2,GC-500672,2023-09-23,39.75
GC-500673-R1,GC-500673,2024-11-26,202.53
GC-500674-R1,GC-500674,2024-06-21,11.88
GC-500674-R2,GC-500674,2024-07-21,5.96
GC-500674-R3,GC-500674,2024-09-21,6.96
GC-500675-R1,GC-500675,2024-04-23,21.29
GC-500675-R2,GC-500675,2024-06-23,12.33
GC-500675-R3,GC-500675,2024-10-23,18.58
GC-500677-R1,GC-500677,2024-02-20,95.71
GC-500680-R1,GC-500680,2024-12-20,45.36
GC-500681-R1,GC-500681,2022-10-03,57.11
GC-500681-R2,GC-500681,2022-11-03,131.16
GC-500682-R1,GC-500682,2024-02-13,147.32
GC-500683-R1,GC-500683,2022-09-02,48.43
GC-500685-R1,GC-500685,2023-11-13,72.7
GC-500686-R1,GC-500686,2022-06-16,48.7
GC-500687-R1,GC-500687,2023-12-14,49.04
GC-500688-R1,GC-500688,2024-02-11,190.54
GC-500689-R1,GC-500689,2023-03-16,44.03
GC-500689-R2,GC-500689,2023-06-16,95.04
GC-500691-R1,GC-500691,2024-07-19,41.2
GC-500691-R2,GC-500691,2024-09-19,49.3
GC-500692-R1,GC-500692,2022-06-14,21.0
GC-500692-R2,GC-500692,2022-07-14,8.7
GC-500692-R3,GC-500692,2022-10-14,19.91
GC-500693-R1,GC-500693,2023-11-12,139.14
GC-500694-R1,GC-500694,2022-05-02,15.66
GC-500694-R2,GC-500694,2022-09-02,19.07
GC-500694-R3,GC-500694,2023-02-02,34.46
GC-500695-R1,GC-500695,2024-10-04,54.75
GC-500698-R1,GC-500698,2024-07-28,211.29
GC-500699-R1,GC-500699,2022-08-28,73.8
GC-500700-R1,GC-500700,2024-06-27,39.71
GC-500700-R2,GC-500700,2024-07-02,-9.21
GC-500702-R1,GC-500702,2023-10-21,180.52
GC-500704-R1,GC-500704,2024-03-04,91.38
GC-500706-R1,GC-500706,2023-07-23,22.19
GC-500707-R1,GC-500707,2024-12-26,94.05
GC-500710-R1,GC-500710,2024-08-24,17.48
GC-500711-R1,GC-500711,2023-05-24,23.49
GC-500711-R2,GC-500711,2023-08-24,27.06
GC-500711-R3,GC-500711,2023-09-24,43.43
GC-500712-R1,GC-500712,2022-10-23,189.03
GC-500713-R1,GC-500713,2023-01-05,93.23
GC-500716-R1,GC-500716,2025-05-08,56.9
GC-500718-R1,GC-500718,2023-01-28,48.85
GC-500720-R1,GC-500720,2022-06-08,29.89
GC-500720-R2,GC-500720,2022-11-08,17.52
GC-500720-R3,GC-500720,2023-01-08,20.18
GC-500723-R1,GC-500723,2022-05-11,18.12
GC-500723-R2,GC-500723,2022-10-11,27.16
GC-500724-R1,GC-500724,2024-01-10,11.42
GC-500725-R1,GC-500725,2022-12-28,154.68
GC-500725-R2,GC-500725,2023-01-04,-48.04
GC-500726-R1,GC-500726,2022-08-19,40.62
GC-500726-R2,GC-500726,2022-12-19,95.35
GC-500727-R1,GC-500727,2023-08-06,48.06
GC-500728-R1,GC-500728,2022-08-28,129.99
GC-500728-R2,GC-500728,2022-09-12,-38.34
GC-500729-R1,GC-500729,2024-04-26,49.88
GC-500729-R2,GC-500729,2024-06-26,43.51
GC-500729-R3,GC-500729,2024-08-26,20.65
GC-500729-R4,GC-500729,2024-10-26,29.4
GC-500730-R1,GC-500730,2023-02-28,96.25
GC-500732-R1,GC-500732,2022-01-24,48.45
GC-500733-R1,GC-500733,2024-02-07,139.86
GC-500734-R1,GC-500734,2024-02-01,68.55
GC-500736-R1,GC-500736,2024-03-18,99.28
GC-500738-R1,GC-500738,2024-03-26,46.4
GC-500740-R1,GC-500740,2023-11-07,23.18
GC-500741-R1,GC-500741,2024-09-14,47.63
GC-500742-R1,GC-500742,2024-10-18,95.06
GC-500744-R1,GC-500744,2023-03-21,145.15
GC-500745-R1,GC-500745,2024-09-28,197.3
GC-500746-R1,GC-500746,2022-12-28,98.89
GC-500747-R1,GC-500747,2022-03-16,72.29
GC-500748-R1,GC-500748,2023-11-10,34.22
GC-500748-R2,GC-500748,2024-02-10,105.57
GC-500749-R1,GC-500749,2022-04-01,142.71
GC-500752-R1,GC-500752,2022-12-24,99.03
GC-500754-R1,GC-500754,2024-01-17,73.63
GC-500756-R1,GC-500756,2024-08-07,192.89
GC-500757-R1,GC-500757,2023-07-04,60.64
GC-500757-R2,GC-500757,2023-10-04,78.23
GC-500758-R1,GC-500758,2024-11-25,6.74
GC-500759-R1,GC-500759,2022-09-22,23.51
GC-500761-R1,GC-500761,2023-07-15,22.15
GC-500761-R2,GC-500761,2023-12-15,9.13
GC-500761-R3,GC-500761,2024-04-15,18.59
GC-500765-R1,GC-500765,2024-05-02,193.2
GC-500767-R1,GC-500767,2024-10-04,23.02
GC-500768-R1,GC-500768,2022-10-02,5.26
GC-500768-R2,GC-500768,2023-03-02,18.77
GC-500769-R1,GC-500769,2022-02-02,39.86
GC-500769-R2,GC-500769,2022-07-02,34.2
GC-500769-R3,GC-500769,2022-10-02,73.25
GC-500771-R1,GC-500771,2023-01-12,152.15
GC-500772-R1,GC-500772,2023-01-03,24.12
GC-500773-R1,GC-500773,2023-03-06,23.1
GC-500773-R2,GC-500773,2023-08-06,6.38
GC-500773-R3,GC-500773,2024-01-06,18.73
GC-500774-R1,GC-500774,2024-12-10,24.18
GC-500775-R1,GC-500775,2023-07-06,143.65
GC-500776-R1,GC-500776,2024-10-16,16.58
GC-500781-R1,GC-500781,2024-09-12,69.67
GC-500782-R1,GC-500782,2023-06-18,189.46
GC-500783-R1,GC-500783,2022-05-25,21.78
GC-500783-R2,GC-500783,2022-08-25,19.51
GC-500783-R3,GC-500783,2022-11-25,49.54
GC-500784-R1,GC-500784,2022-09-01,49.55
GC-500785-R1,GC-500785,2023-04-26,184.72
GC-500788-R1,GC-500788,2024-12-08,185.29
GC-500789-R1,GC-500789,2024-08-26,93.01
GC-500790-R1,GC-500790,2024-06-17,187.8
GC-500791-R1,GC-500791,2022-02-25,21.5
GC-500791-R2,GC-500791,2022-07-25,28.29
GC-500791-R3,GC-500791,2022-11-25,16.87
GC-500791-R4,GC-500791,2023-02-25,27.16
GC-500793-R1,GC-500793,2023-07-11,191.77
GC-500794-R1,GC-500794,2024-10-04,24.18
GC-500795-R1,GC-500795,2022-10-20,6.67
GC-500795-R2,GC-500795,2022-11-20,3.63
GC-500795-R3,GC-500795,2022-12-20,3.02
GC-500795-R4,GC-500795,2023-05-20,10.89
GC-500797-R1,GC-500797,2023-02-14,71.94
GC-500797-R2,GC-500797,2023-05-14,48.14
GC-500797-R3,GC-500797,2023-08-14,17.63
GC-500797-R4,GC-500797,2023-09-14,45.98
GC-500798-R1,GC-500798,2022-11-08,93.33
GC-500799-R1,GC-500799,2023-03-28,25.76
GC-500800-R1,GC-500800,2023-01-11,146.53
GC-500801-R1,GC-500801,2024-10-23,68.27
GC-500803-R1,GC-500803,2024-03-10,55.92
GC-500805-R1,GC-500805,2024-11-08,99.54
GC-500806-R1,GC-500806,2024-06-06,186.06
GC-500807-R1,GC-500807,2024-03-19,17.23
GC-500807-R2,GC-500807,2024-04-19,24.94
GC-500807-R3,GC-500807,2024-06-19,25.93
GC-500808-R1,GC-500808,2024-07-09,81.5
GC-500808-R2,GC-500808,2024-09-09,23.66
GC-500808-R3,GC-500808,2024-10-09,36.86
GC-500810-R1,GC-500810,2025-06-28,22.59
GC-500812-R1,GC-500812,2023-04-02,138.49
GC-500813-R1,GC-500813,2024-09-28,26.01
GC-500814-R1,GC-500814,2022-05-28,69.39
GC-500814-R2,GC-500814,2022-10-28,111.61
GC-500816-R1,GC-500816,2023-08-20,30.95
GC-500818-R1,GC-500818,2022-08-10,25.09
GC-500818-R2,GC-500818,2022-12-10,11.87
GC-500818-R3,GC-500818,2023-05-10,6.71
GC-500818-R4,GC-500818,2023-06-10,24.89
GC-500819-R1,GC-500819,2022-11-20,90.81
GC-500820-R1,GC-500820,2024-10-02,96.92
GC-500821-R1,GC-500821,2025-05-07,92.39
GC-500822-R1,GC-500822,2023-07-04,96.12
GC-500823-R1,GC-500823,2024-04-14,23.89
GC-500824-R1,GC-500824,2024-01-19,138.29
GC-500826-R1,GC-500826,2025-03-15,48.35
GC-500831-R1,GC-500831,2022-08-21,45.49
GC-500832-R1,GC-500832,2023-06-28,95.85
GC-500833-R1,GC-500833,2023-05-19,35.76
GC-500833-R2,GC-500833,2023-08-19,14.6
GC-500833-R3,GC-500833,2023-10-19,41.42
GC-500834-R1,GC-500834,2022-07-03,19.5
GC-500834-R2,GC-500834,2022-09-03,12.14
GC-500834-R3,GC-500834,2023-02-03,13.92
GC-500835-R1,GC-500835,2023-06-15,147.83
GC-500838-R1,GC-500838,2022-02-11,7.41
GC-500838-R2,GC-500838,2022-06-11,5.22
GC-500838-R3,GC-500838,2022-07-11,3.35
GC-500838-R4,GC-500838,2022-09-11,6.62
GC-500839-R1,GC-500839,2022-03-26,188.13
GC-500841-R1,GC-500841,2024-11-28,101.88
GC-500843-R1,GC-500843,2024-07-28,25.93
GC-500843-R2,GC-500843,2024-09-28,19.87
GC-500843-R3,GC-500843,2024-10-28,25.68
GC-500844-R1,GC-500844,2022-07-23,187.28
GC-500845-R1,GC-500845,2024-12-11,23.41
GC-500846-R1,GC-500846,2023-05-24,69.29
GC-500848-R1,GC-500848,2024-10-16,8.11
GC-500848-R2,GC-500848,2024-11-16,4.96
GC-500852-R1,GC-500852,2023-02-05,149.28
GC-500853-R1,GC-500853,2022-09-29,70.65
GC-500854-R1,GC-500854,2023-05-23,24.68
GC-500857-R1,GC-500857,2023-01-18,16.34
GC-500858-R1,GC-500858,2024-08-01,148.86
GC-500859-R1,GC-500859,2024-02-26,198.09
GC-500860-R1,GC-500860,2022-10-28,18.78
GC-500860-R2,GC-500860,2022-11-28,21.19
GC-500860-R3,GC-500860,2023-02-28,31.84
GC-500862-R1,GC-500862,2022-04-21,54.94
GC-500862-R2,GC-500862,2022-05-04,-19.99
GC-500864-R1,GC-500864,2022-11-28,83.12
GC-500864-R2,GC-500864,2022-12-28,27.81
GC-500864-R3,GC-500864,2023-05-28,20.5
GC-500864-R4,GC-500864,2023-06-28,66.71
GC-500865-R1,GC-500865,2023-08-28,68.19
GC-500866-R1,GC-500866,2025-06-14,68.97
GC-500867-R1,GC-500867,2022-11-28,44.41
GC-500867-R2,GC-500867,2023-02-28,15.17
GC-500867-R3,GC-500867,2023-06-28,10.06
GC-500867-R4,GC-500867,2023-09-28,22.3
GC-500868-R1,GC-500868,2023-09-06,18.48
GC-500868-R2,GC-500868,2024-01-06,21.68
GC-500868-R3,GC-500868,2024-05-06,13.08
GC-500868-R4,GC-500868,2024-08-06,16.57
GC-500871-R1,GC-500871,2022-09-16,22.94
GC-500871-R2,GC-500871,2023-01-16,28.06
GC-500871-R3,GC-500871,2023-03-16,39.88
GC-500872-R1,GC-500872,2023-07-16,71.65
GC-500873-R1,GC-500873,2024-03-15,146.1
GC-500874-R1,GC-500874,2024-06-12,74.67
GC-500876-R1,GC-500876,2022-07-28,37.29
GC-500878-R1,GC-500878,2022-11-02,145.99
GC-500881-R1,GC-500881,2022-08-10,41.28
GC-500881-R2,GC-500881,2022-08-22,-10.53
GC-500882-R1,GC-500882,2024-04-09,74.04
GC-500884-R1,GC-500884,2024-12-27,19.46
GC-500885-R1,GC-500885,2023-05-21,114.09
GC-500885-R2,GC-500885,2023-06-03,-48.7
GC-500886-R1,GC-500886,2024-05-04,22.79
GC-500888-R1,GC-500888,2024-03-19,67.72
GC-500889-R1,GC-500889,2022-10-19,46.54
GC-500890-R1,GC-500890,2022-08-19,24.44
GC-500891-R1,GC-500891,2022-08-09,190.27
GC-500892-R1,GC-500892,2022-04-03,72.51
GC-500893-R1,GC-500893,2023-08-14,187.03
GC-500896-R1,GC-500896,2023-08-08,135.06
GC-500897-R1,GC-500897,2024-10-28,86.39
GC-500898-R1,GC-500898,2023-03-26,47.04
GC-500899-R1,GC-500899,2024-08-22,137.04
GC-500900-R1,GC-500900,2022-08-25,29.96
GC-500900-R2,GC-500900,2022-12-25,11.04
GC-500900-R3,GC-500900,2023-04-25,30.2
GC-500902-R1,GC-500902,2022-02-27,22.8
GC-500902-R2,GC-500902,2022-06-27,23.67
GC-500902-R3,GC-500902,2022-11-27,24.79
GC-500902-R4,GC-500902,2023-01-27,25.46
GC-500904-R1,GC-500904,2023-05-11,189.98
GC-500905-R1,GC-500905,2024-06-28,68.11
GC-500905-R2,GC-500905,2024-07-02,-29.31
GC-500907-R1,GC-500907,2022-08-02,181.06
GC-500908-R1,GC-500908,2023-05-02,145.19
GC-500909-R1,GC-500909,2023-09-06,146.51
GC-500911-R1,GC-500911,2022-07-06,7.93
GC-500911-R2,GC-500911,2022-08-06,3.93
GC-500911-R3,GC-500911,2022-11-06,11.6
GC-500913-R1,GC-500913,2024-11-20,51.5
GC-500914-R1,GC-500914,2024-02-06,22.57
GC-500916-R1,GC-500916,2024-03-19,37.23
GC-500916-R2,GC-500916,2024-05-19,15.2
GC-500916-R3,GC-500916,2024-08-19,41.02
GC-500917-R1,GC-500917,2022-07-15,23.34
GC-500918-R1,GC-500918,2024-10-01,100.85
GC-500919-R1,GC-500919,2022-06-15,22.01
GC-500919-R2,GC-500919,2022-08-15,73.69
GC-500921-R1,GC-500921,2024-07-11,53.2
GC-500922-R1,GC-500922,2023-07-15,36.74
GC-500924-R1,GC-500924,2025-02-28,46.74
GC-500926-R1,GC-500926,2024-11-21,195.27
GC-500927-R1,GC-500927,2023-07-18,53.57
GC-500928-R1,GC-500928,2024-12-29,99.35
GC-500929-R1,GC-500929,2023-07-15,91.48
GC-500930-R1,GC-500930,2024-07-10,90.16
GC-500932-R1,GC-500932,2023-11-04,45.96
