card_id,customer_id,issuance_date,issued_amount,currency,status
GC-500407,CUST-01379,2023-09-11,49.88,USD,ACTIVE
GC-500408,CUST-01996,2023-10-12,199.37,USD,ACTIVE
GC-500409,CUST-01462,2023-04-03,147.22,GBP,ACTIVE
GC-500410,CUST-01304,2023-03-29,136.56,GBP,ACTIVE
GC-500411,CUST-01830,2022-01-24,46.25,USD,ACTIVE
GC-500412,CUST-00443,2022-01-03,94.38,USD,ACTIVE
GC-500413,CUST-00416,2024-09-08,195.16,EUR,ACTIVE
GC-500414,CUST-00302,2022-03-10,23.3,USD,ACTIVE
GC-500415,CUST-00308,2022-07-10,149.78,USD,VOIDED
GC-500416,CUST-00127,2024-06-02,48.04,GBP,ACTIVE
GC-500417,CUST-02213,2023-06-28,69.73,GBP,ACTIVE
GC-500418,CUST-02342,2024-10-02,23.4,USD,ACTIVE
GC-500419,CUST-01968,2023-02-13,23.02,USD,ACTIVE
GC-500420,CUST-00336,2024-08-27,73.39,USD,ACTIVE
GC-500421,CUST-01588,2023-01-14,93.69,USD,ACTIVE
GC-500422,CUST-00352,2023-12-06,99.71,EUR,ACTIVE
GC-500423,CUST-02268,2022-05-05,141.28,USD,ACTIVE
GC-500424,CUST-02057,2024-11-24,199.66,EUR,ACTIVE
GC-500425,CUST-01840,2022-12-21,49.04,USD,ACTIVE
GC-500426,CUST-00321,2024-06-10,182.96,USD,ACTIVE
GC-500427,CUST-01310,2022-05-18,95.56,USD,ACTIVE
GC-500428,CUST-01132,2024-11-30,24.47,USD,ACTIVE
GC-500429,CUST-02141,2024-05-09,91.5,USD,ACTIVE
GC-500430,CUST-02387,2022-07-25,146.69,USD,ACTIVE
GC-500431,CUST-01409,2024-04-21,96.55,USD,ACTIVE
GC-500432,CUST-01938,2022-03-18,70.52,USD,ACTIVE
GC-500433,CUST-01646,2022-03-21,72.68,USD,ACTIVE
GC-500434,CUST-01101,2024-02-02,73.63,USD,ACTIVE
GC-500435,CUST-01315,2023-07-06,96.05,GBP,ACTIVE
GC-500436,CUST-00866,2024-04-13,97.59,GBP,ACTIVE
GC-500437,CUST-02111,2022-11-22,72.82,USD,ACTIVE
GC-500438,CUST-01477,2023-02-12,73.68,USD,ACTIVE
GC-500439,CUST-01411,2022-12-01,196.62,USD,ACTIVE
GC-500440,CUST-01584,2022-04-12,146.7,USD,ACTIVE
GC-500441,CUST-00923,2023-02-28,188.19,USD,ACTIVE
GC-500442,CUST-00037,2024-08-28,183.46,USD,ACTIVE
GC-500443,CUST-01034,2023-09-18,192.85,GBP,ACTIVE
GC-500444,CUST-02395,2022-07-29,149.99,USD,ACTIVE
GC-500445,CUST-01223,2022-08-10,23.34,USD,ACTIVE
GC-500446,CUST-01656,2023-10-17,48.61,GBP,ACTIVE
GC-500447,CUST-01211,2023-06-16,93.88,USD,ACTIVE
GC-500448,CUST-02344,2023-01-24,194.27,USD,ACTIVE
GC-500449,CUST-01949,2024-01-05,73.84,EUR,ACTIVE
GC-500450,CUST-00742,2023-08-25,91.28,USD,ACTIVE
GC-500451,CUST-01523,2023-06-18,70.98,EUR,ACTIVE
GC-500452,CUST-02391,2022-05-26,47.5,USD,ACTIVE
GC-500453,CUST-02171,2023-09-04,24.68,USD,ACTIVE
GC-500454,CUST-01404,2024-04-18,91.43,EUR,ACTIVE
GC-500455,CUST-00332,2024-09-25,199.73,USD,ACTIVE
GC-500456,CUST-02361,2022-11-21,22.82,USD,ACTIVE
GC-500457,CUST-00058,2023-10-22,45.09,EUR,ACTIVE
GC-500458,CUST-01020,2023-04-09,69.84,GBP,ACTIVE
GC-500459,CUST-01254,2022-12-09,23.25,USD,ACTIVE
GC-500460,CUST-00676,2024-04-06,46.12,USD,ACTIVE
GC-500461,CUST-02067,2022-12-13,72.83,USD,ACTIVE
GC-500462,CUST-01048,2024-12-31,23.98,EUR,ACTIVE
GC-500463,CUST-00081,2022-04-09,23.54,GBP,ACTIVE
GC-500464,CUST-00562,2024-05-07,145.78,USD,ACTIVE
GC-500465,CUST-00436,2024-10-16,138.0,USD,ACTIVE
GC-500466,CUST-01210,2022-11-25,142.45,USD,ACTIVE
GC-500467,CUST-01355,2023-04-26,24.18,USD,VOIDED
GC-500468,CUST-02352,2024-10-08,24.45,USD,ACTIVE
GC-500469,CUST-00415,2023-06-09,47.28,GBP,ACTIVE
GC-500470,CUST-00162,2023-08-19,186.25,USD,ACTIVE
GC-500471,CUST-00188,2022-01-20,192.94,USD,ACTIVE
GC-500472,CUST-01640,2024-07-23,96.9,USD,ACTIVE
GC-500473,CUST-01978,2024-06-16,140.7,USD,ACTIVE
GC-500474,CUST-01806,2022-04-05,72.41,USD,ACTIVE
GC-500475,CUST-02150,2023-04-04,71.39,GBP,ACTIVE
GC-500476,CUST-00391,2024-06-05,184.97,GBP,ACTIVE
GC-500477,CUST-00224,2022-01-24,47.53,GBP,ACTIVE
GC-500478,CUST-02077,2023-04-02,187.57,EUR,ACTIVE
GC-500479,CUST-01881,2024-06-28,90.88,EUR,ACTIVE
GC-500480,CUST-00001,2022-07-06,144.56,EUR,VOIDED
GC-500481,CUST-02304,2023-02-28,189.12,GBP,ACTIVE
GC-500482,CUST-01938,2024-01-15,91.14,GBP,ACTIVE
GC-500483,CUST-00009,2023-12-01,199.29,USD,ACTIVE
GC-500484,CUST-00803,2023-01-20,92.16,USD,ACTIVE
GC-500485,CUST-01385,2022-08-09,24.82,USD,ACTIVE
GC-500486,CUST-01846,2024-07-25,149.34,GBP,ACTIVE
GC-500487,CUST-00018,2024-12-22,23.88,GBP,ACTIVE
GC-500488,CUST-02083,2022-12-29,137.6,GBP,ACTIVE
GC-500489,CUST-01587,2023-10-22,94.19,EUR,ACTIVE
GC-500490,CUST-01017,2023-07-15,74.78,USD,ACTIVE
GC-500491,CUST-01286,2023-03-22,48.12,USD,ACTIVE
GC-500492,CUST-02304,2024-09-10,149.14,EUR,ACTIVE
GC-500493,CUST-02187,2023-08-09,23.81,USD,ACTIVE
GC-500494,CUST-00218,2022-04-26,73.13,USD,ACTIVE
GC-500495,CUST-01027,2022-10-27,195.69,USD,ACTIVE
GC-500496,CUST-00133,2024-01-05,24.04,USD,ACTIVE
GC-500497,CUST-02302,2023-04-05,191.23,GBP,ACTIVE
GC-500498,CUST-01179,2022-04-07,94.17,USD,ACTIVE
GC-500499,CUST-02262,2022-04-21,185.03,USD,ACTIVE
GC-500500,CUST-01815,2023-04-07,194.19,GBP,ACTIVE
GC-500501,CUST-00766,2022-12-22,136.79,GBP,ACTIVE
GC-500502,CUST-02280,2023-06-26,47.92,USD,ACTIVE
GC-500503,CUST-01234,2024-10-01,140.37,EUR,ACTIVE
GC-500504,CUST-02153,2023-03-27,136.02,USD,ACTIVE
GC-500505,CUST-01478,2023-08-25,142.96,USD,ACTIVE
GC-500506,CUST-01418,2024-07-01,192.27,USD,ACTIVE
GC-500507,CUST-00164,2023-10-20,23.46,USD,ACTIVE
GC-500508,CUST-01215,2023-01-30,136.24,USD,ACTIVE
GC-500509,CUST-02204,2024-12-28,181.31,USD,ACTIVE
GC-500510,CUST-00874,2024-05-18,47.69,USD,ACTIVE
GC-500511,CUST-01783,2022-05-28,183.08,GBP,ACTIVE
GC-500512,CUST-00933,2023-06-14,94.51,USD,ACTIVE
GC-500513,CUST-00187,2022-05-29,136.59,USD,ACTIVE
GC-500514,CUST-00355,2023-07-31,93.95,USD,ACTIVE
GC-500515,CUST-01942,2022-11-17,45.68,EUR,ACTIVE
GC-500516,CUST-00580,2022-09-10,23.93,USD,ACTIVE
GC-500517,CUST-00796,2022-08-23,195.99,USD,ACTIVE
GC-500518,CUST-01890,2022-05-30,181.35,USD,ACTIVE
GC-500519,CUST-02379,2024-09-24,68.46,USD,ACTIVE
GC-500520,CUST-00410,2023-08-07,24.75,EUR,ACTIVE
GC-500521,CUST-01296,2024-05-27,23.28,USD,ACTIVE
GC-500522,CUST-01134,2024-01-07,194.66,USD,ACTIVE
GC-500523,CUST-01825,2024-01-05,95.52,USD,ACTIVE
GC-500524,CUST-00336,2023-07-29,137.95,USD,ACTIVE
GC-500525,CUST-00309,2022-02-08,180.62,EUR,ACTIVE
GC-500526,CUST-01660,2023-03-12,138.91,USD,VOIDED
GC-500527,CUST-02211,2024-08-24,46.83,GBP,ACTIVE
GC-500528,CUST-01192,2022-10-02,142.66,USD,ACTIVE
GC-500529,CUST-00599,2024-09-17,23.05,USD,ACTIVE
GC-500530,CUST-00847,2024-11-26,94.7,USD,ACTIVE
GC-500531,CUST-00423,2024-12-03,73.76,GBP,ACTIVE
GC-500532,CUST-00713,2024-02-11,93.65,GBP,ACTIVE
GC-500533,CUST-00319,2024-11-24,99.73,USD,ACTIVE
GC-500534,CUST-01446,2023-12-08,98.87,USD,ACTIVE
GC-500535,CUST-01802,2022-12-06,23.79,USD,ACTIVE
GC-500536,CUST-00944,2024-04-29,182.27,USD,ACTIVE
GC-500537,CUST-01963,2023-03-08,48.24,EUR,ACTIVE
GC-500538,CUST-00161,2022-10-28,46.29,USD,ACTIVE
GC-500539,CUST-02309,2022-02-08,193.23,GBP,ACTIVE
GC-500540,CUST-00899,2024-04-21,48.97,EUR,ACTIVE
GC-500541,CUST-02093,2023-06-26,193.71,USD,ACTIVE
GC-500542,CUST-01579,2022-09-28,23.01,USD,ACTIVE
GC-500543,CUST-01720,2022-11-03,22.94,EUR,VOIDED
GC-500544,CUST-00160,2024-12-24,22.73,EUR,ACTIVE
GC-500545,CUST-02209,2022-01-03,188.63,GBP,ACTIVE
GC-500546,CUST-01436,2022-07-20,46.27,USD,ACTIVE
GC-500547,CUST-01161,2024-04-16,45.03,USD,ACTIVE
GC-500548,CUST-02368,2024-12-06,135.11,USD,ACTIVE
GC-500549,CUST-01294,2024-04-17,22.89,USD,ACTIVE
GC-500550,CUST-01039,2023-06-20,95.65,EUR,ACTIVE
GC-500551,CUST-01628,2023-02-22,146.76,USD,ACTIVE
GC-500552,CUST-00566,2022-09-01,47.23,GBP,ACTIVE
GC-500553,CUST-00663,2022-07-25,141.01,USD,ACTIVE
GC-500554,CUST-01784,2022-06-30,69.16,USD,ACTIVE
GC-500555,CUST-01575,2024-03-31,190.42,EUR,ACTIVE
GC-500556,CUST-00236,2022-12-25,94.39,GBP,ACTIVE
GC-500557,CUST-02123,2023-08-09,24.46,USD,ACTIVE
GC-500558,CUST-01447,2024-03-20,138.0,USD,ACTIVE
GC-500559,CUST-00282,2022-07-04,72.95,EUR,ACTIVE
GC-500560,CUST-02388,2023-12-14,69.2,USD,ACTIVE
GC-500561,CUST-00717,2024-04-13,23.9,EUR,ACTIVE
GC-500562,CUST-01025,2024-06-25,142.25,USD,ACTIVE
GC-500563,CUST-01880,2024-08-01,23.7,EUR,ACTIVE
GC-500564,CUST-01447,2024-11-23,24.25,EUR,ACTIVE
GC-500565,CUST-00312,2023-01-01,70.15,USD,VOIDED
GC-500566,CUST-01103,2023-01-10,198.61,GBP,ACTIVE
GC-500567,CUST-00818,2023-04-26,49.36,GBP,ACTIVE
GC-500568,CUST-01023,2023-12-31,22.8,USD,ACTIVE
GC-500569,CUST-02018,2022-01-14,24.62,EUR,ACTIVE
GC-500570,CUST-01148,2024-03-25,136.92,USD,ACTIVE
GC-500571,CUST-01873,2022-09-04,141.9,GBP,ACTIVE
GC-500572,CUST-00049,2023-03-08,136.51,USD,ACTIVE
GC-500573,CUST-02043,2024-05-18,97.01,USD,ACTIVE
GC-500574,CUST-00538,2023-04-14,185.4,USD,ACTIVE
GC-500575,CUST-01561,2023-02-06,182.99,USD,ACTIVE
GC-500576,CUST-01727,2024-10-20,190.34,USD,ACTIVE
GC-500577,CUST-01229,2023-05-29,135.72,EUR,ACTIVE
GC-500578,CUST-00246,2023-03-18,98.39,USD,ACTIVE
GC-500579,CUST-01371,2023-06-17,71.7,USD,ACTIVE
GC-500580,CUST-01687,2022-09-06,199.26,USD,ACTIVE
GC-500581,CUST-02206,2022-12-24,69.94,USD,ACTIVE
GC-500582,CUST-01728,2024-04-08,22.9,USD,ACTIVE
GC-500583,CUST-01194,2023-07-02,187.91,EUR,VOIDED
GC-500584,CUST-01488,2024-12-02,91.67,USD,ACTIVE
GC-500585,CUST-00962,2023-05-31,194.99,GBP,ACTIVE
GC-500586,CUST-00422,2022-07-15,95.48,USD,ACTIVE
GC-500587,CUST-02147,2022-06-20,72.14,USD,ACTIVE
GC-500588,CUST-01268,2023-04-15,185.68,USD,ACTIVE
GC-500589,CUST-00538,2024-12-14,22.59,USD,ACTIVE
GC-500590,CUST-01914,2023-07-12,91.35,EUR,ACTIVE
GC-500591,CUST-01871,2024-06-09,192.79,EUR,ACTIVE
GC-500592,CUST-01689,2023-06-17,67.58,USD,ACTIVE
GC-500593,CUST-01955,2023-09-06,97.98,USD,ACTIVE
GC-500594,CUST-00030,2024-02-05,98.82,USD,ACTIVE
GC-500595,CUST-01078,2022-06-12,184.79,USD,ACTIVE
GC-500596,CUST-01114,2023-08-07,190.64,GBP,ACTIVE
GC-500597,CUST-01855,2023-07-12,142.38,GBP,ACTIVE
GC-500598,CUST-01156,2023-07-06,188.77,USD,ACTIVE
GC-500599,CUST-00618,2022-01-31,46.71,USD,ACTIVE
GC-500600,CUST-00293,2024-08-20,49.48,USD,ACTIVE
GC-500601,CUST-01013,2022-03-10,97.35,USD,ACTIVE
GC-500602,CUST-00854,2024-08-26,199.22,USD,ACTIVE
GC-500603,CUST-00173,2024-12-02,71.11,USD,ACTIVE
GC-500604,CUST-00893,2022-08-20,188.68,USD,ACTIVE
GC-500605,CUST-01131,2022-09-03,45.04,USD,ACTIVE
GC-500606,CUST-01947,2022-11-14,23.12,USD,ACTIVE
GC-500607,CUST-01298,2023-12-13,183.86,USD,ACTIVE
GC-500608,CUST-01468,2022-10-03,23.71,USD,ACTIVE
GC-500609,CUST-01128,2022-11-25,137.33,USD,ACTIVE
GC-500610,CUST-00077,2024-01-16,46.6,EUR,ACTIVE
GC-500611,CUST-01588,2023-01-24,189.95,EUR,ACTIVE
GC-500612,CUST-01160,2023-10-23,186.44,USD,ACTIVE
GC-500613,CUST-00274,2022-03-31,49.37,USD,ACTIVE
GC-500614,CUST-00785,2022-07-22,144.63,USD,ACTIVE
GC-500615,CUST-00054,2023-03-04,99.28,GBP,ACTIVE
GC-500616,CUST-00249,2024-01-10,198.76,EUR,ACTIVE
GC-500617,CUST-00885,2024-11-29,24.31,USD,ACTIVE
GC-500618,CUST-02156,2023-05-25,198.95,EUR,ACTIVE
GC-500619,CUST-02287,2024-04-30,24.42,GBP,ACTIVE
GC-500620,CUST-01879,2024-05-24,48.96,USD,ACTIVE
GC-500621,CUST-01815,2023-12-23,149.87,USD,ACTIVE
GC-500622,CUST-02235,2023-03-15,148.89,USD,ACTIVE
GC-500623,CUST-00554,2023-09-11,74.88,USD,ACTIVE
GC-500624,CUST-00089,2023-07-20,143.34,EUR,ACTIVE
GC-500625,CUST-01886,2023-12-30,46.32,USD,VOIDED
GC-500626,CUST-01024,2023-04-23,68.19,USD,ACTIVE
GC-500627,CUST-00391,2023-09-08,196.17,USD,ACTIVE
GC-500628,CUST-00929,2022-01-24,187.65,GBP,ACTIVE
GC-500629,CUST-00628,2022-04-14,199.95,GBP,ACTIVE
GC-500630,CUST-01187,2024-03-18,46.68,USD,ACTIVE
GC-500631,CUST-00553,2024-09-11,47.44,EUR,ACTIVE
GC-500632,CUST-00804,2024-12-09,45.36,USD,ACTIVE
GC-500633,CUST-02360,2022-07-03,188.27,USD,ACTIVE
GC-500634,CUST-01433,2024-06-24,47.2,EUR,ACTIVE
GC-500635,CUST-01532,2022-11-16,22.78,GBP,ACTIVE
GC-500636,CUST-00605,2023-08-13,72.7,USD,ACTIVE
GC-500637,CUST-01930,2022-02-16,48.7,USD,ACTIVE
GC-500638,CUST-02144,2023-06-14,96.23,EUR,ACTIVE
GC-500639,CUST-00076,2024-02-11,190.54,EUR,ACTIVE
GC-500640,CUST-00035,2022-05-17,185.43,USD,ACTIVE
GC-500641,CUST-00442,2022-02-09,187.73,USD,ACTIVE
GC-500642,CUST-01986,2024-12-24,45.99,USD,ACTIVE
GC-500643,CUST-02169,2023-09-17,93.93,USD,ACTIVE
GC-500644,CUST-01442,2023-12-29,69.27,GBP,ACTIVE
GC-500645,CUST-01586,2022-03-02,69.19,EUR,ACTIVE
GC-500646,CUST-01710,2023-05-08,47.13,EUR,ACTIVE
GC-500647,CUST-02146,2022-10-04,48.28,USD,ACTIVE
GC-500648,CUST-00648,2023-10-13,142.99,USD,ACTIVE
GC-500649,CUST-00755,2023-10-13,180.59,USD,ACTIVE
GC-500650,CUST-00108,2023-07-01,144.19,EUR,ACTIVE
GC-500651,CUST-00946,2022-02-23,24.22,USD,ACTIVE
GC-500652,CUST-00133,2024-04-16,74.63,USD,ACTIVE
GC-500653,CUST-00831,2023-02-23,49.64,USD,ACTIVE
GC-500654,CUST-01331,2024-07-26,94.05,USD,ACTIVE
GC-500655,CUST-01559,2023-10-03,149.09,USD,ACTIVE
GC-500656,CUST-02197,2024-12-11,195.74,GBP,ACTIVE
GC-500657,CUST-00174,2023-05-19,140.93,EUR,ACTIVE
GC-500658,CUST-01587,2024-11-23,22.97,GBP,ACTIVE
GC-500659,CUST-01890,2022-12-07,72.1,USD,ACTIVE
GC-500660,CUST-00583,2024-08-07,90.9,GBP,ACTIVE
GC-500661,CUST-02239,2022-10-05,93.23,USD,ACTIVE
GC-500662,CUST-00828,2024-07-20,69.93,USD,ACTIVE
GC-500663,CUST-00672,2022-09-11,24.27,USD,ACTIVE
GC-500664,CUST-00350,2024-12-08,97.27,GBP,ACTIVE
GC-500665,CUST-00180,2022-12-16,148.07,USD,ACTIVE
GC-500666,CUST-00593,2023-01-02,23.55,GBP,ACTIVE
GC-500667,CUST-00051,2024-07-28,95.44,USD,ACTIVE
GC-500668,CUST-00975,2023-03-21,189.51,EUR,ACTIVE
GC-500669,CUST-02284,2023-03-02,45.74,USD,ACTIVE
GC-500670,CUST-00151,2022-10-25,191.56,USD,ACTIVE
GC-500671,CUST-01357,2022-06-29,23.54,USD,ACTIVE
GC-500672,CUST-01165,2022-12-30,191.58,USD,ACTIVE
GC-500673,CUST-01323,2024-01-25,24.4,USD,ACTIVE
GC-500674,CUST-01200,2024-08-22,24.24,USD,ACTIVE
GC-500675,CUST-00239,2022-08-12,199.59,EUR,ACTIVE
GC-500676,CUST-01750,2023-10-11,143.63,USD,ACTIVE
GC-500677,CUST-00532,2024-10-13,192.64,EUR,ACTIVE
GC-500678,CUST-00954,2023-08-18,22.8,USD,ACTIVE
GC-500679,CUST-01433,2023-03-11,184.02,USD,ACTIVE
GC-500680,CUST-00467,2023-11-14,97.24,USD,ACTIVE
GC-500681,CUST-00120,2022-12-26,73.75,USD,ACTIVE
GC-500682,CUST-00146,2022-10-06,48.14,USD,VOIDED
GC-500683,CUST-02200,2023-11-18,99.28,USD,ACTIVE
GC-500684,CUST-01227,2023-10-09,135.28,EUR,ACTIVE
GC-500685,CUST-01359,2023-12-26,46.4,USD,ACTIVE
GC-500686,CUST-02189,2022-12-06,140.84,EUR,ACTIVE
GC-500687,CUST-01263,2023-10-07,23.18,GBP,ACTIVE
GC-500688,CUST-01523,2024-07-14,47.63,USD,ACTIVE
GC-500689,CUST-00154,2023-02-18,95.06,USD,ACTIVE
GC-500690,CUST-00632,2023-01-25,97.32,USD,ACTIVE
GC-500691,CUST-00841,2022-03-16,97.14,USD,ACTIVE
GC-500692,CUST-01913,2022-04-05,146.49,USD,ACTIVE
GC-500693,CUST-02366,2023-10-02,46.6,GBP,ACTIVE
GC-500694,CUST-02181,2023-10-16,182.35,USD,ACTIVE
GC-500695,CUST-00469,2022-02-01,142.71,EUR,ACTIVE
GC-500696,CUST-02251,2023-10-15,49.72,USD,ACTIVE
GC-500697,CUST-00702,2022-05-26,148.38,USD,ACTIVE
GC-500698,CUST-00353,2024-05-23,48.52,USD,VOIDED
GC-500699,CUST-01827,2023-12-30,73.63,USD,ACTIVE
GC-500700,CUST-02186,2022-06-10,136.98,USD,ACTIVE
GC-500701,CUST-00399,2024-07-22,192.89,USD,ACTIVE
GC-500702,CUST-00950,2023-04-04,138.87,USD,ACTIVE
GC-500703,CUST-00268,2024-08-31,71.09,USD,ACTIVE
GC-500704,CUST-01428,2022-09-18,23.51,EUR,ACTIVE
GC-500705,CUST-00439,2023-10-30,181.42,EUR,ACTIVE
GC-500706,CUST-01573,2022-05-16,49.07,USD,ACTIVE
GC-500707,CUST-01784,2023-12-02,184.72,EUR,ACTIVE
GC-500708,CUST-00320,2024-09-23,143.94,USD,ACTIVE
GC-500709,CUST-00722,2023-09-23,24.0,USD,ACTIVE
GC-500710,CUST-01553,2023-11-02,193.2,USD,ACTIVE
GC-500711,CUST-00570,2022-01-01,182.98,USD,ACTIVE
GC-500712,CUST-01781,2023-12-07,135.12,USD,ACTIVE
GC-500713,CUST-01205,2022-05-08,149.52,USD,ACTIVE
GC-500714,CUST-01472,2022-08-13,23.09,USD,ACTIVE
GC-500715,CUST-01615,2023-10-14,94.06,GBP,ACTIVE
GC-500716,CUST-01709,2022-11-12,182.51,USD,ACTIVE
GC-500717,CUST-00065,2022-10-22,96.58,GBP,ACTIVE
GC-500718,CUST-01868,2024-05-21,47.27,EUR,ACTIVE
GC-500719,CUST-02056,2023-07-06,143.65,USD,ACTIVE
GC-500720,CUST-02328,2024-09-16,68.35,GBP,ACTIVE
GC-500721,CUST-01145,2024-08-10,23.81,EUR,ACTIVE
GC-500722,CUST-01005,2024-08-25,193.27,GBP,ACTIVE
GC-500723,CUST-02209,2023-10-02,24.76,EUR,ACTIVE
GC-500724,CUST-01725,2023-12-24,68.76,USD,ACTIVE
GC-500725,CUST-01246,2023-06-18,189.46,USD,ACTIVE
GC-500726,CUST-01196,2022-02-25,90.83,USD,ACTIVE
GC-500727,CUST-00716,2022-11-06,93.7,GBP,ACTIVE
GC-500728,CUST-00968,2024-09-20,147.93,USD,ACTIVE
GC-500729,CUST-02032,2024-04-25,48.3,USD,ACTIVE
GC-500730,CUST-00864,2023-12-08,185.29,USD,ACTIVE
GC-500731,CUST-00687,2024-08-08,93.01,USD,ACTIVE
GC-500732,CUST-00958,2024-02-17,187.8,GBP,ACTIVE
GC-500733,CUST-02172,2022-03-26,144.56,USD,ACTIVE
GC-500734,CUST-01373,2023-07-08,23.14,USD,ACTIVE
GC-500735,CUST-01889,2023-05-11,191.77,GBP,ACTIVE
GC-500736,CUST-00737,2023-10-04,24.18,EUR,ACTIVE
GC-500737,CUST-01685,2022-07-20,24.21,EUR,ACTIVE
GC-500738,CUST-00499,2022-09-03,136.95,USD,ACTIVE
GC-500739,CUST-02319,2023-01-14,183.69,USD,ACTIVE
GC-500740,CUST-01568,2024-03-06,23.15,USD,ACTIVE
GC-500741,CUST-01805,2022-05-23,48.05,USD,ACTIVE
GC-500742,CUST-00445,2022-10-22,92.18,EUR,ACTIVE
GC-500743,CUST-01809,2023-06-15,22.68,USD,ACTIVE
GC-500744,CUST-01027,2024-07-02,91.49,USD,ACTIVE
GC-500745,CUST-00155,2024-03-10,48.5,USD,VOIDED
GC-500746,CUST-02354,2022-01-08,198.8,EUR,ACTIVE
GC-500747,CUST-00497,2024-01-06,186.06,USD,ACTIVE
GC-500748,CUST-00372,2024-01-19,68.1,EUR,ACTIVE
GC-500749,CUST-00438,2024-01-06,24.71,USD,ACTIVE
GC-500750,CUST-00977,2024-09-28,24.48,USD,ACTIVE
GC-500751,CUST-02047,2024-12-29,22.59,USD,ACTIVE
GC-500752,CUST-00176,2024-04-10,49.04,USD,ACTIVE
GC-500753,CUST-01878,2022-11-02,138.49,GBP,ACTIVE
GC-500754,CUST-00580,2024-09-28,23.68,GBP,VOIDED
GC-500755,CUST-00188,2023-05-13,182.61,GBP,ACTIVE
GC-500756,CUST-01259,2022-07-19,137.56,USD,ACTIVE
GC-500757,CUST-00436,2022-08-22,146.99,USD,ACTIVE
GC-500758,CUST-00831,2024-05-22,193.57,USD,ACTIVE
GC-500759,CUST-00874,2022-04-04,46.68,EUR,ACTIVE
GC-500760,CUST-01701,2022-12-11,71.65,GBP,ACTIVE
GC-500761,CUST-00735,2022-07-02,191.87,GBP,ACTIVE
GC-500762,CUST-00155,2023-01-04,96.12,GBP,ACTIVE
GC-500763,CUST-01234,2023-12-14,23.89,USD,ACTIVE
GC-500764,CUST-00392,2024-01-12,138.29,EUR,ACTIVE
GC-500765,CUST-01133,2022-04-19,24.49,USD,ACTIVE
GC-500766,CUST-01944,2024-10-15,48.35,USD,ACTIVE
GC-500767,CUST-01492,2023-08-07,92.51,USD,ACTIVE
GC-500768,CUST-01857,2022-03-30,181.05,USD,ACTIVE
GC-500769,CUST-01822,2023-10-30,48.74,USD,VOIDED
GC-500770,CUST-00943,2022-08-14,45.49,USD,ACTIVE
GC-500771,CUST-01539,2023-03-28,95.85,USD,ACTIVE
GC-500772,CUST-00594,2023-03-19,91.78,EUR,ACTIVE
GC-500773,CUST-00245,2023-07-29,24.63,USD,ACTIVE
GC-500774,CUST-00697,2023-04-16,98.57,USD,ACTIVE
GC-500775,CUST-01011,2023-05-23,95.79,USD,VOIDED
GC-500776,CUST-00611,2022-01-11,22.6,USD,ACTIVE
GC-500777,CUST-01666,2023-03-23,69.72,USD,ACTIVE
GC-500778,CUST-00372,2022-02-02,186.1,USD,ACTIVE
GC-500779,CUST-02337,2022-02-19,97.72,USD,ACTIVE
GC-500780,CUST-00758,2024-01-29,97.04,GBP,ACTIVE
GC-500781,CUST-00290,2024-02-28,71.48,GBP,ACTIVE
GC-500782,CUST-00225,2024-11-20,74.16,GBP,ACTIVE
GC-500783,CUST-01907,2022-03-25,68.81,USD,ACTIVE
GC-500784,CUST-00275,2023-02-24,69.29,USD,ACTIVE
GC-500785,CUST-02377,2023-03-06,46.6,GBP,VOIDED
GC-500786,CUST-02063,2024-05-16,22.66,USD,ACTIVE
GC-500787,CUST-02183,2023-08-22,140.52,USD,ACTIVE
GC-500788,CUST-00269,2023-01-21,22.7,USD,VOIDED
GC-500789,CUST-01182,2022-06-07,46.38,USD,ACTIVE
GC-500790,CUST-02033,2022-11-05,149.28,USD,ACTIVE
GC-500791,CUST-02218,2022-09-28,70.65,USD,ACTIVE
GC-500792,CUST-01195,2023-01-23,24.68,USD,ACTIVE
GC-500793,CUST-01376,2024-04-23,72.42,EUR,ACTIVE
GC-500794,CUST-02172,2024-06-30,71.75,USD,VOIDED
GC-500795,CUST-01256,2022-12-18,47.42,USD,ACTIVE
GC-500796,CUST-00682,2022-11-26,139.28,GBP,ACTIVE
GC-500797,CUST-01297,2022-09-17,70.27,USD,ACTIVE
GC-500798,CUST-00143,2023-10-12,46.86,USD,ACTIVE
GC-500799,CUST-00596,2024-07-27,45.02,USD,ACTIVE
GC-500800,CUST-01357,2023-08-29,74.77,USD,ACTIVE
GC-500801,CUST-00603,2024-06-24,182.25,USD,ACTIVE
GC-500802,CUST-00903,2024-07-02,23.32,USD,ACTIVE
GC-500803,CUST-00800,2024-12-14,68.97,USD,ACTIVE
GC-500804,CUST-01825,2022-06-28,91.94,EUR,ACTIVE
GC-500805,CUST-01440,2023-09-23,136.31,USD,ACTIVE
GC-500806,CUST-01703,2024-06-25,49.03,USD,ACTIVE
GC-500807,CUST-00353,2022-10-22,71.06,USD,ACTIVE
GC-500808,CUST-00271,2024-02-09,23.52,USD,VOIDED
GC-500809,CUST-01698,2022-12-25,97.1,EUR,ACTIVE
GC-500810,CUST-00817,2023-01-16,71.65,USD,ACTIVE
GC-500811,CUST-01237,2023-09-15,146.1,USD,ACTIVE
GC-500812,CUST-00011,2022-11-12,74.67,USD,ACTIVE
GC-500813,CUST-00509,2023-08-13,47.46,USD,ACTIVE
